startup_name,date,sector,sub_sector,city,investors,round_type,amount_usd,year,month
Corespace,,Retail,Fashion,Gurgaon,"Accel, IFC",Series C,110486000.0,,
Edumart,,SaaS,B2B SaaS,Ahmedabad,"LCatterton, Lightspeed India",Seed,938000.0,,
Workpay,,Enterprise,Automation,Kolkata,"Accel, Falcon Edge, Omidyar Network",Seed,319000.0,,
Nimbusmart,,Mobility,EV,Kolkata,"Prosus Ventures, SoftBank Vision Fund",Series A,4770000.0,,
Dataanalytics,,Enterprise,Analytics,Gurgaon,"SoftBank Vision Fund, Tiger Global",Series A,3795000.0,,
Healthworks,,E-commerce,Fashion,Bengaluru,Ventures India,Seed,103000.0,,
Quantumdrive,,FoodTech,Food Delivery,Chennai,"IFC, Nexus Venture Partners",Pre-Series A,528000.0,,
Housejoy,,HealthTech,Health Analytics,Noida,Zodius Capital,Seed,141000.0,,
Dataanalytics,,Consumer Electronics,Smart Home,Noida,Matrix Partners India,Pre-Series A,106000.0,,
Foodsolutions,,EdTech,Test Prep,Bengaluru,"IFC, Ventures India",Series C,114859000.0,,
Phonepe,,EdTech,K12,Mumbai,"Kedaara Capital, Omidyar Network",Seed,96000.0,,
Postman,,EdTech,Test Prep,Chennai,Ventures India,Series A,12766000.0,,
Nimbusmart,,Logistics,Last Mile,Ahmedabad,"IFC, Matrix Partners India, Zodius Capital",Seed,1687000.0,,
Homeanalytics,,Logistics,Last Mile,Noida,"Info Edge, LCatterton, Ribbit Capital",Other,1461000.0,,
Nimbuslabs_243,,SaaS,MarTech,Noida,"Nexus Venture Partners, Y Combinator",Seed,196000.0,,
Farmbox,,EdTech,UpSkilling,Delhi,A91 Partners,Series C,20855000.0,,
Skillrise,,HealthTech,Health Analytics,Gurgaon,"Accel, Info Edge, Y Combinator",Seed,1535000.0,,
Finfoods_246,,FoodTech,Grocery,Ahmedabad,Blume Ventures,Series A,3188000.0,,
Greenedge,,Enterprise,Security,Hyderabad,Peak XV,Other,1769000.0,,
Housejoy,,Media,Content,Gurgaon,Kalaari Capital,Series B,72324000.0,,
Mediworks,,Retail,Grocery,Chennai,SoftBank Vision Fund,Series A,10074000.0,,
Sharechat,,Mobility,EV,Kolkata,"SoftBank Vision Fund, Ventures India",Seed,148000.0,,
Coreflow,,FoodTech,Cloud Kitchen,Ahmedabad,Sequoia Capital India,Other,138147000.0,,
Skillrise,,EdTech,UpSkilling,Gurgaon,Mirae Asset,Pre-Series A,710000.0,,
Bluespace,,Enterprise,Security,Kolkata,Blume Ventures,Series A,2359000.0,,
Neolabs,,Mobility,Micro Mobility,Bengaluru,Peak XV,Series A,1582000.0,,
Postman,,Retail,E-Retail,Chennai,Tiger Global,Seed,390000.0,,
Workpay_256,,Mobility,EV,Pune,"LCatterton, Peak XV, Prosus Ventures",Seed,1580000.0,,
Phonepe,,FinTech,NeoBank,Noida,"Falcon Edge, Kedaara Capital",Pre-Series A,497000.0,,
Smarttech_258,,Enterprise,Automation,Chennai,Accel,Series C,93643000.0,,
Wakefit,,Mobility,Ride Sharing,Gurgaon,Zodius Capital,Seed,72000.0,,
Nextstack,,E-commerce,D2C,Chennai,"IFC, Lightspeed India, Prosus Ventures",Series A,5288000.0,,
Greenmart,,FoodTech,Food Delivery,Noida,Kedaara Capital,Series A,14601000.0,,
Workfit,,FoodTech,Grocery,Pune,LCatterton,Series A,1461000.0,,
Razorpay,,EdTech,K12,Ahmedabad,Prosus Ventures,Series A,4070000.0,,
Quantumsolutions,,AgriTech,Marketplace,Bengaluru,Sequoia Capital India,Seed,1272000.0,,
Farmtech,,Retail,Fashion,Chennai,A91 Partners,Seed,46000.0,,
Urbandrive,,Mobility,EV,Chennai,"Falcon Edge, Kedaara Capital, Tiger Global Management",Series C,132064000.0,,
Udaan,,E-commerce,Fashion,Gurgaon,"Peak XV, Ventures India",Series D,252031000.0,,
Automart,,SaaS,B2B SaaS,Hyderabad,"A91 Partners, Lightspeed India",Series C,52945000.0,,
Urbansolutions,,RealEstate,Rental Tech,Chennai,Bessemer Venture Partners,Seed,148000.0,,
Groww,,E-commerce,D2C,Delhi,"Blume Ventures, Kalaari Capital, Y Combinator",Pre-Series A,645000.0,,
Bounce,,FinTech,WealthTech,Kolkata,Nexus Venture Partners,Pre-Series A,646000.0,,
Dataedge,,Mobility,Micro Mobility,Noida,Y Combinator,Pre-Series A,736000.0,,
Bounce,,AgriTech,Marketplace,Pune,Kalaari Capital,Other,556750000.0,,
Workfit,,Mobility,Ride Sharing,Ahmedabad,"Blume Ventures, Matrix Partners India",Series A,3994000.0,,
Nextstack,,E-commerce,Marketplace,Chennai,"Bessemer Venture Partners, Y Combinator",Seed,318000.0,,
Logimart,,Consumer Electronics,Smart Home,Ahmedabad,Elevation Capital,Seed,950000.0,,
Automart,,AgriTech,Smart Farming,Pune,"Nexus Venture Partners, SoftBank Vision Fund, Tiger Global Management",Series A,5813000.0,,
Cloudpay,,HealthTech,Health Analytics,Pune,"A91 Partners, Matrix Partners India, Mirae Asset",Seed,666000.0,,
Urbansolutions,,Retail,Grocery,Pune,Omidyar Network,Seed,942000.0,,
Bluetech,,Mobility,Ride Sharing,Kolkata,"Bessemer Venture Partners, Zodius Capital",Other,1333000.0,,
Cred,,Enterprise,Security,Kolkata,Matrix Partners India,Seed,174000.0,,
Hyperloop,,Retail,Grocery,Mumbai,"Falcon Edge, Omidyar Network",Series A,2765000.0,,
Quantumdrive,,Retail,Grocery,Noida,Accel,Series A,1290000.0,,
Logimart,,SaaS,DevTools,Ahmedabad,"Ribbit Capital, SoftBank Vision Fund, Tiger Global Management",Other,76000.0,,
Paytm,,E-commerce,Quick Commerce,Mumbai,"A91 Partners, Falcon Edge, Omidyar Network",Seed,57000.0,,
Edumart,,Consumer Electronics,Smart Home,Ahmedabad,Tiger Global Management,Series B,18181000.0,,
Agrihive,,FoodTech,Cloud Kitchen,Mumbai,Y Combinator,Series D,174427000.0,,
Datahive,,EdTech,Coding Bootcamp,Pune,"Elevation Capital, Kedaara Capital, SoftBank Vision Fund",Series A,2173000.0,,
Porter,,FinTech,WealthTech,Mumbai,"Blume Ventures, Matrix Partners India",Series B,25728000.0,,
Driveloop,,EdTech,Coding Bootcamp,Delhi,"Kalaari Capital, Ventures India",Seed,56000.0,,
Bluerise,,FoodTech,Food Delivery,Bengaluru,Ventures India,Series B,5546000.0,,
Byju'S,,AgriTech,Supply Chain,Noida,Info Edge,Seed,1040000.0,,
Curefit,,RealEstate,Home Services,Noida,Kalaari Capital,Other,189000.0,,
Porter,,SaaS,HRTech,Kolkata,"Elevation Capital, Kedaara Capital, Omidyar Network",Series A,1411000.0,,
Workfit,,SaaS,B2B SaaS,Gurgaon,Kedaara Capital,Seed,343000.0,,
Urbandrive,,HealthTech,Health Analytics,Chennai,"Kedaara Capital, Ribbit Capital",Seed,856000.0,,
Nobroker,,Mobility,Ride Sharing,Kolkata,Zodius Capital,Seed,111000.0,,
Udaan,,Enterprise,Security,Bengaluru,"Falcon Edge, Tiger Global Management",Series A,5402000.0,,
Nimbuslabs,,Consumer Electronics,Wearables,Kolkata,"Sequoia Capital India, Ventures India",Series A,1260000.0,,
Cars24,,FinTech,WealthTech,Gurgaon,"A91 Partners, Bessemer Venture Partners",Series A,1150000.0,,
Nimbuslabs,,E-commerce,Grocery,Mumbai,A91 Partners,Seed,355000.0,,
Razorpay,,Retail,Fashion,Kolkata,Ventures India,Series A,4324000.0,,
Logimart,,FinTech,InsurTech,Hyderabad,Info Edge,Seed,525000.0,,
Housejoy,,Retail,E-Retail,Gurgaon,"Kedaara Capital, Ribbit Capital, Y Combinator",Series C,142883000.0,,
Dream11,,AgriTech,Supply Chain,Gurgaon,A91 Partners,Series C,281010000.0,,
Quantumsolutions,,HealthTech,Pharmacy,Hyderabad,"Prosus Ventures, Tiger Global Management",Seed,336000.0,,
Wakefit,,HealthTech,Health Analytics,Bengaluru,"IFC, Matrix Partners India, Nexus Venture Partners",Debt,744000.0,,
Agrisense,,Retail,Fashion,Chennai,"Info Edge, Kalaari Capital, Matrix Partners India",Series A,8614000.0,,
Bounce,,FoodTech,Grocery,Hyderabad,Info Edge,Series B,10595000.0,,
Myntra,,SaaS,B2B SaaS,Mumbai,"Prosus Ventures, Tiger Global, Y Combinator",Series B,16887000.0,,
Automart,,FoodTech,Cloud Kitchen,Kolkata,SoftBank Vision Fund,Seed,67000.0,,
Logisense,,Consumer Electronics,Wearables,Bengaluru,"Peak XV, Sequoia Capital India",Other,21000.0,,
Nextsense,,FinTech,InsurTech,Gurgaon,IFC,Debt,39642000.0,,
Oyo,,HealthTech,Pharmacy,Mumbai,Y Combinator,Series B,50768000.0,,
Dream11,,FinTech,InsurTech,Hyderabad,Info Edge,Series B,34436000.0,,
Bounce,,Media,Social,Bengaluru,Omidyar Network,Seed,226000.0,,
Ola,,FinTech,Payments,Pune,"Kedaara Capital, Mirae Asset",Series C,31977000.0,,
Homefoods,,Media,Social,Mumbai,Nexus Venture Partners,Seed,89000.0,,
Hyperspace,,RealEstate,PropTech,Mumbai,"Info Edge, Ribbit Capital",Series A,1969000.0,,
Meesho,,RealEstate,Rental Tech,Delhi,"Info Edge, LCatterton, Lightspeed India",Seed,26000.0,,
Finsense,,AgriTech,Marketplace,Chennai,Bessemer Venture Partners,Pre-Series A,518000.0,,
Logimart,,E-commerce,Marketplace,Noida,"Elevation Capital, Peak XV",Series A,5977000.0,,
Growthflow,,RealEstate,Home Services,Gurgaon,Ventures India,Series A,2134000.0,,
Urban Company,,RealEstate,PropTech,Gurgaon,Mirae Asset,Series A,13274000.0,,
Groww,,Mobility,Ride Sharing,Pune,"A91 Partners, IFC",Seed,46000.0,,
Mobikwik,,Mobility,Micro Mobility,Delhi,Sequoia Capital India,Series C,89743000.0,,
Cred,,FinTech,WealthTech,Gurgaon,"Falcon Edge, Ribbit Capital",Other,82000.0,,
Aeroanalytics,,FoodTech,Grocery,Chennai,"Elevation Capital, Ribbit Capital",Seed,235000.0,,
Freshtech_329,,EdTech,K12,Noida,"Ribbit Capital, Ventures India",Seed,125000.0,,
Freshtech,,Media,Social,Bengaluru,"Nexus Venture Partners, Omidyar Network",Seed,186000.0,,
Nimbusmart,,Media,Streaming,Delhi,Kedaara Capital,Seed,819000.0,,
Bharatpe,,Consumer Electronics,Wearables,Noida,"Matrix Partners India, Ventures India, Y Combinator",Series A,1040000.0,,
Nextstack,,E-commerce,Quick Commerce,Pune,"Kedaara Capital, Tiger Global",Series C,27387000.0,,
Dunzo,,Consumer Electronics,Wearables,Noida,Blume Ventures,Pre-Series A,111000.0,,
Zomato,,AgriTech,Marketplace,Mumbai,Tiger Global,Seed,58000.0,,
Urbanstack,,Consumer Electronics,Wearables,Chennai,A91 Partners,Seed,65000.0,,
Quantumdrive,,EdTech,Coding Bootcamp,Pune,"Falcon Edge, Y Combinator",Seed,670000.0,,
Udaan,,HealthTech,Diagnostics,Noida,"Mirae Asset, Tiger Global",Debt,1904000.0,,
Healthanalytics,,Logistics,Supply Chain,Mumbai,Lightspeed India,Series A,1303000.0,,
Oyo,,Media,Streaming,Gurgaon,"Bessemer Venture Partners, Tiger Global Management",Series A,3786000.0,,
Homemart,,FoodTech,Cloud Kitchen,Gurgaon,"IFC, Peak XV, Sequoia Capital India",Series A,3605000.0,,
Urbansolutions,,Media,Content,Mumbai,"Mirae Asset, Tiger Global",Seed,95000.0,,
Smartcare,,E-commerce,Quick Commerce,Gurgaon,"Kedaara Capital, Y Combinator",Seed,18000.0,,
Workfit,,Mobility,Ride Sharing,Chennai,Info Edge,Seed,217000.0,,
Logisense,,Logistics,Supply Chain,Chennai,SoftBank Vision Fund,Series B,27576000.0,,
Skillflow,,EdTech,K12,Ahmedabad,Info Edge,Seed,521000.0,,
Hyperlabs,,Mobility,EV,Gurgaon,IFC,Series A,1131000.0,,
Bounce,,HealthTech,Pharmacy,Ahmedabad,Nexus Venture Partners,Other,47000.0,,
Logimart,,FoodTech,Grocery,Bengaluru,Sequoia Capital India,Series B,28352000.0,,
Coreconnect,,Mobility,Micro Mobility,Noida,Bessemer Venture Partners,Seed,320000.0,,
Finsense,,FinTech,Lending,Delhi,Prosus Ventures,Seed,1178000.0,,
Workfit,,Logistics,Last Mile,Bengaluru,"Info Edge, LCatterton, Nexus Venture Partners",Debt,5995000.0,,
Freshbox,,Consumer Electronics,Audio,Delhi,"Kalaari Capital, Prosus Ventures, Sequoia Capital India",Seed,8000.0,,
Nobroker,,SaaS,DevTools,Delhi,Sequoia Capital India,Seed,65000.0,,
Homemart,,Consumer Electronics,Wearables,Noida,Y Combinator,Series A,5696000.0,,
Quantumdrive,,Retail,Fashion,Gurgaon,"Bessemer Venture Partners, Tiger Global Management",Series B,5381000.0,,
Licious,,Consumer Electronics,Smart Home,Kolkata,"Elevation Capital, SoftBank Vision Fund",Seed,434000.0,,
Growthflow,,EdTech,Test Prep,Hyderabad,"Omidyar Network, Y Combinator",Seed,1604000.0,,
Pharmeasy,,HealthTech,Telemedicine,Gurgaon,"LCatterton, Zodius Capital",Series B,24655000.0,,
Nimbusmart,,EdTech,Coding Bootcamp,Pune,Blume Ventures,Seed,16000.0,,
Foodloop,,Media,Content,Ahmedabad,Peak XV,Other,88000.0,,
Smartcare,,EdTech,Coding Bootcamp,Noida,Accel,Seed,271000.0,,
Pharmeasy,,AgriTech,Supply Chain,Bengaluru,LCatterton,Series A,4382000.0,,
Cloudpay,,SaaS,DevTools,Pune,"Kedaara Capital, Nexus Venture Partners",Seed,1612000.0,,
Freshtohome,,Enterprise,Automation,Pune,"Accel, Kalaari Capital, Peak XV",Other,208000.0,,
Oyo,,SaaS,DevTools,Delhi,"Blume Ventures, Peak XV, Ribbit Capital",Series B,71839000.0,,
Licious,,EdTech,K12,Chennai,Nexus Venture Partners,Seed,1411000.0,,
Rapido,,Media,Streaming,Chennai,"Omidyar Network, Sequoia Capital India",Series D,78480000.0,,
Homeanalytics,,E-commerce,Fashion,Delhi,Y Combinator,Seed,65000.0,,
Foodloop,,E-commerce,D2C,Kolkata,Kedaara Capital,Other,25000.0,,
Nextflow,,E-commerce,Quick Commerce,Bengaluru,"IFC, Tiger Global Management",Pre-Series A,104000.0,,
Nimbuslabs,,SaaS,MarTech,Mumbai,"Prosus Ventures, Ribbit Capital",Series C,25829000.0,,
Bharatpe,,Consumer Electronics,Audio,Bengaluru,Peak XV,Seed,621000.0,,
Groww,,SaaS,DevTools,Chennai,"Peak XV, Tiger Global Management",Seed,65000.0,,
Bluespace,,AgriTech,Smart Farming,Bengaluru,Omidyar Network,Series A,2372000.0,,
Driveedge,,E-commerce,D2C,Gurgaon,"A91 Partners, Peak XV",Other,1129000.0,,
Healthanalytics,,E-commerce,Quick Commerce,Chennai,"Nexus Venture Partners, Y Combinator",Series A,1065000.0,,
Driveloop,,Enterprise,Automation,Ahmedabad,Lightspeed India,Series A,9076000.0,,
Cars24,,E-commerce,Fashion,Mumbai,"Mirae Asset, Prosus Ventures",Seed,141000.0,,
Bounce,,RealEstate,Rental Tech,Chennai,"Info Edge, Y Combinator",Seed,77000.0,,
Curefit,,Consumer Electronics,Wearables,Hyderabad,"Tiger Global, Ventures India",Seed,653000.0,,
Wakefit,,E-commerce,D2C,Noida,"Lightspeed India, Tiger Global",Pre-Series A,426000.0,,
Urbandrive,,FoodTech,Grocery,Kolkata,"Elevation Capital, Kalaari Capital",Series A,10764000.0,,
Greenmart,,Mobility,Micro Mobility,Ahmedabad,"Blume Ventures, Tiger Global Management",Seed,753000.0,,
Meesho,,Retail,E-Retail,Delhi,"Info Edge, Ribbit Capital, Tiger Global Management",Other,127000.0,,
Swiggy,,SaaS,B2B SaaS,Mumbai,"Elevation Capital, SoftBank Vision Fund",Pre-Series A,191000.0,,
Logirise,,FinTech,NeoBank,Ahmedabad,Kalaari Capital,Series A,1617000.0,,
Greenconnect,,AgriTech,Supply Chain,Mumbai,IFC,Series A,7635000.0,,
Foodsolutions,,Logistics,Supply Chain,Kolkata,Blume Ventures,Series A,8890000.0,,
Coreconnect,,AgriTech,Marketplace,Chennai,Prosus Ventures,Other,196000.0,,
Postman,,Media,Content,Hyderabad,Zodius Capital,Seed,17000.0,,
Oyo,,Logistics,Supply Chain,Kolkata,Tiger Global Management,Series D,117757000.0,,
Homefoods,,Media,Content,Pune,"Blume Ventures, Ribbit Capital",Seed,877000.0,,
Meesho,,Enterprise,Security,Kolkata,Zodius Capital,Series C,50332000.0,,
Nextsense_395,,Media,Streaming,Chennai,"IFC, Sequoia Capital India",Seed,1549000.0,,
Cloudlabs,,EdTech,Test Prep,Gurgaon,Kedaara Capital,Other,144000.0,,
Skillsolutions,,Consumer Electronics,Smart Home,Chennai,"Omidyar Network, Sequoia Capital India, Y Combinator",Series B,16426000.0,,
Edutech,,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,798000.0,,
Bounce,,Logistics,Last Mile,Chennai,"Bessemer Venture Partners, Lightspeed India",Other,114000.0,,
Homeanalytics,,RealEstate,PropTech,Hyderabad,IFC,Series B,6655000.0,,
Medispace,,HealthTech,Diagnostics,Ahmedabad,Omidyar Network,Series C,230417000.0,,
Bigbasket,,Media,Streaming,Hyderabad,Info Edge,Pre-Series A,320000.0,,
Greenedge,,RealEstate,Rental Tech,Ahmedabad,Falcon Edge,Pre-Series A,671000.0,,
Nimbusworks,,AgriTech,Marketplace,Hyderabad,"Tiger Global, Tiger Global Management",Seed,163000.0,,
Neosense,,Logistics,Fleet Management,Hyderabad,LCatterton,Seed,1360000.0,,
Coreconnect,,RealEstate,PropTech,Bengaluru,LCatterton,Series B,14710000.0,,
Coreconnect,,FinTech,NeoBank,Ahmedabad,"Kedaara Capital, Prosus Ventures, Ribbit Capital",Series C,20596000.0,,
Farmbox,,RealEstate,Home Services,Noida,"Accel, Blume Ventures, IFC",Seed,1411000.0,,
Freshsolutions,,Media,Streaming,Delhi,Prosus Ventures,Other,70000.0,,
Homeanalytics,,Media,Content,Chennai,Matrix Partners India,Series C,47487000.0,,
Urban Company,,Consumer Electronics,Audio,Kolkata,"Omidyar Network, Ribbit Capital",Seed,1664000.0,,
Corespace,,Mobility,Ride Sharing,Chennai,IFC,Series A,13122000.0,,
Workpay,,EdTech,UpSkilling,Chennai,"IFC, Nexus Venture Partners",Debt,3529000.0,,
Bluetech,,Consumer Electronics,Wearables,Delhi,Info Edge,Seed,514000.0,,
Farmtech,,HealthTech,Diagnostics,Kolkata,Nexus Venture Partners,Series C,67366000.0,,
Driveedge,,FoodTech,Food Delivery,Kolkata,"Lightspeed India, Y Combinator",Pre-Series A,196000.0,,
Urbanstack,,Retail,Fashion,Gurgaon,"IFC, Lightspeed India, Ventures India",Other,43000.0,,
Freshtech,,FoodTech,Grocery,Ahmedabad,Elevation Capital,Seed,598000.0,,
Cars24,,Consumer Electronics,Smart Home,Noida,"LCatterton, Tiger Global Management",Series A,7671000.0,,
Datahive,,Consumer Electronics,Wearables,Gurgaon,"Lightspeed India, Sequoia Capital India",Seed,927000.0,,
Logisense,,FinTech,NeoBank,Noida,"IFC, Ribbit Capital, Sequoia Capital India",Seed,920000.0,,
Cloudsolutions,,AgriTech,Supply Chain,Ahmedabad,Ribbit Capital,Debt,176000.0,,
Dataanalytics_423,,E-commerce,Fashion,Kolkata,Mirae Asset,Pre-Series A,312000.0,,
Hyperloop,,RealEstate,Rental Tech,Bengaluru,Prosus Ventures,Seed,62000.0,,
Skillflow,,Media,Social,Chennai,"Kedaara Capital, Nexus Venture Partners",Series D,177214000.0,,
Porter,,Retail,E-Retail,Kolkata,Zodius Capital,Seed,255000.0,,
Cloudpay,,FoodTech,Food Delivery,Delhi,Prosus Ventures,Other,154000.0,,
Agrihive,,FinTech,Payments,Mumbai,"Nexus Venture Partners, Prosus Ventures",Seed,14000.0,,
Bounce,,Retail,Fashion,Mumbai,Ribbit Capital,Series B,6917000.0,,
Autoflow,,Logistics,Supply Chain,Kolkata,IFC,Seed,85000.0,,
Cars24,,SaaS,HRTech,Chennai,Sequoia Capital India,Series B,41297000.0,,
Finsense,,HealthTech,Pharmacy,Pune,"Matrix Partners India, Ventures India",Seed,32000.0,,
Nimbusworks,,HealthTech,Telemedicine,Chennai,Zodius Capital,Pre-Series A,126000.0,,
Growthcare,,RealEstate,PropTech,Mumbai,Tiger Global Management,Seed,68000.0,,
Nextsense,,AgriTech,Smart Farming,Ahmedabad,Y Combinator,Series B,34916000.0,,
Cleartax,,Enterprise,Automation,Delhi,LCatterton,Series A,1218000.0,,
Dailyhunt,,FinTech,Payments,Hyderabad,"Falcon Edge, IFC, Ventures India",Series B,48819000.0,,
Zepto,,RealEstate,Home Services,Noida,"Accel, Prosus Ventures",Series A,6770000.0,,
Logimart,,RealEstate,Rental Tech,Chennai,"LCatterton, Omidyar Network",Seed,67000.0,,
Medispace,,HealthTech,Health Analytics,Kolkata,SoftBank Vision Fund,Other,62547000.0,,
Quantumsolutions_441,,EdTech,Coding Bootcamp,Chennai,"A91 Partners, Info Edge",Series C,289340000.0,,
Unacademy,,Enterprise,Security,Kolkata,"Accel, Kalaari Capital, Ribbit Capital",Seed,199000.0,,
Rapido,,Enterprise,Analytics,Ahmedabad,LCatterton,Other,196000.0,,
Coreflow,,Consumer Electronics,Wearables,Pune,Zodius Capital,Series C,180699000.0,,
Freshbox,,AgriTech,Marketplace,Kolkata,"Accel, Info Edge, Prosus Ventures",Series B,69115000.0,,
Rapido,,SaaS,HRTech,Hyderabad,"Accel, LCatterton, Mirae Asset",Series A,14442000.0,,
Freshworks,,E-commerce,D2C,Ahmedabad,"Lightspeed India, Zodius Capital",Seed,805000.0,,
Finfoods,,E-commerce,Fashion,Bengaluru,"Bessemer Venture Partners, Info Edge, Omidyar Network",Seed,15000.0,,
Cleardekho,,HealthTech,Health Analytics,Bengaluru,"Peak XV, Zodius Capital",Series A,1254000.0,,
Agrihive,,Retail,E-Retail,Ahmedabad,Accel,Seed,879000.0,,
Agrisense,,FoodTech,Food Delivery,Ahmedabad,Elevation Capital,Seed,27000.0,,
Datahive,,Consumer Electronics,Audio,Delhi,"A91 Partners, Falcon Edge, Zodius Capital",Pre-Series A,266000.0,,
Hyperlabs,,Mobility,Micro Mobility,Gurgaon,"Elevation Capital, Prosus Ventures, SoftBank Vision Fund",Seed,1416000.0,,
Edutech,,Media,Streaming,Pune,A91 Partners,Series B,6806000.0,,
Skillrise,,Enterprise,Automation,Hyderabad,Falcon Edge,Other,183477000.0,,
Growthflow,,FinTech,Payments,Gurgaon,Tiger Global Management,Seed,52000.0,,
Autostack,,FinTech,WealthTech,Gurgaon,Zodius Capital,Series C,71157000.0,,
Zomato,,AgriTech,Marketplace,Noida,"A91 Partners, Bessemer Venture Partners, Matrix Partners India",Other,58010000.0,,
Smarttech,,FinTech,InsurTech,Chennai,"A91 Partners, Sequoia Capital India, SoftBank Vision Fund",Pre-Series A,131000.0,,
Autostack,,Enterprise,Security,Gurgaon,"A91 Partners, Ribbit Capital, Ventures India",Seed,7000.0,,
Bluerise,,EdTech,UpSkilling,Kolkata,Blume Ventures,Seed,548000.0,,
Nobroker,,Media,Streaming,Mumbai,A91 Partners,Pre-Series A,557000.0,,
Logisense,,Enterprise,Security,Bengaluru,Tiger Global,Seed,430000.0,,
Agrisense,,Retail,Fashion,Ahmedabad,"A91 Partners, Bessemer Venture Partners",Series D,458292000.0,,
Groww,,Retail,Fashion,Pune,Falcon Edge,Series A,2760000.0,,
Cleardekho,,HealthTech,Health Analytics,Noida,Lightspeed India,Series A,2168000.0,,
Meesho,,RealEstate,Home Services,Pune,"Falcon Edge, Tiger Global Management",Pre-Series A,739000.0,,
Medispace,,SaaS,MarTech,Gurgaon,"Matrix Partners India, Tiger Global",Seed,10000.0,,
Agrisense,,Retail,E-Retail,Chennai,Sequoia Capital India,Seed,1746000.0,,
Nimbusworks,,Mobility,EV,Kolkata,"Falcon Edge, Lightspeed India, Peak XV",Other,21000.0,,
Dream11,,Retail,Fashion,Noida,Prosus Ventures,Other,187000.0,,
Meesho,,Enterprise,Automation,Chennai,"IFC, Zodius Capital",Series D,55224000.0,,
Driveedge,,E-commerce,Marketplace,Bengaluru,Accel,Series A,11170000.0,,
Udaan,,HealthTech,Pharmacy,Noida,LCatterton,Seed,350000.0,,
Freshworks,,FoodTech,Food Delivery,Chennai,"Falcon Edge, Prosus Ventures",Series A,14717000.0,,
Byju'S,,Retail,Fashion,Ahmedabad,Y Combinator,Other,24000.0,,
Aeroanalytics,,Retail,Fashion,Hyderabad,"Y Combinator, Zodius Capital",Series A,4481000.0,,
Cleartax,,Consumer Electronics,Audio,Noida,"Bessemer Venture Partners, IFC",Seed,1786000.0,,
Urban Company,,RealEstate,PropTech,Hyderabad,"Peak XV, Ribbit Capital, Sequoia Capital India",Series B,21323000.0,,
Smartcare,,FinTech,NeoBank,Ahmedabad,Elevation Capital,Pre-Series A,426000.0,,
Foodsolutions,,RealEstate,Rental Tech,Delhi,"Lightspeed India, Zodius Capital",Seed,651000.0,,
Bluetech,,AgriTech,Supply Chain,Noida,Elevation Capital,Series A,3424000.0,,
Cred,,Logistics,Last Mile,Gurgaon,Y Combinator,Series B,28486000.0,,
Finspace,,AgriTech,Supply Chain,Gurgaon,Ribbit Capital,Seed,432000.0,,
Bigbasket,,Media,Streaming,Delhi,Peak XV,Series A,11477000.0,,
Lenskart,,FinTech,WealthTech,Gurgaon,"Elevation Capital, Ribbit Capital, Y Combinator",Series C,22619000.0,,
Freshbox,,Consumer Electronics,Wearables,Pune,"Accel, Ribbit Capital",Series C,42802000.0,,
Healthrise,,Enterprise,Analytics,Noida,"Sequoia Capital India, Tiger Global",Seed,1666000.0,,
Cleardekho,,RealEstate,PropTech,Ahmedabad,"Lightspeed India, Sequoia Capital India",Series A,11144000.0,,
Swiggy,,Mobility,Micro Mobility,Kolkata,Kalaari Capital,Series B,17686000.0,,
Cars24,,HealthTech,Health Analytics,Noida,Falcon Edge,Series A,5362000.0,,
Mediworks,,Retail,Fashion,Delhi,"A91 Partners, Blume Ventures",Series C,42389000.0,,
Greenconnect,,Consumer Electronics,Wearables,Bengaluru,Tiger Global,Seed,100000.0,,
Nykaa,,EdTech,Test Prep,Gurgaon,Kalaari Capital,Series A,3510000.0,,
Autoflow,,FinTech,WealthTech,Mumbai,"Matrix Partners India, Zodius Capital",Series B,13318000.0,,
Nobroker,,FoodTech,Grocery,Chennai,Falcon Edge,Pre-Series A,383000.0,,
Urbansolutions,,EdTech,Coding Bootcamp,Pune,"Bessemer Venture Partners, LCatterton",Series C,24686000.0,,
Medihive,,HealthTech,Health Analytics,Delhi,"Blume Ventures, Elevation Capital, Nexus Venture Partners",Seed,1820000.0,,
Housejoy,,RealEstate,PropTech,Chennai,Mirae Asset,Series C,289004000.0,,
Growthcare,,AgriTech,Supply Chain,Chennai,A91 Partners,Other,100000.0,,
Bharatpe,,HealthTech,Telemedicine,Ahmedabad,LCatterton,Seed,361000.0,,
Coreconnect,,AgriTech,Marketplace,Bengaluru,"Lightspeed India, Peak XV, Zodius Capital",Other,113169000.0,,
Corespace,,HealthTech,Diagnostics,Chennai,"Blume Ventures, Zodius Capital",Series A,9059000.0,,
Curefit,,HealthTech,Pharmacy,Kolkata,Y Combinator,Series A,6387000.0,,
Logisense,,EdTech,Coding Bootcamp,Delhi,"LCatterton, Omidyar Network",Series A,1553000.0,,
Aeroanalytics,,E-commerce,Fashion,Delhi,LCatterton,Seed,77000.0,,
Paytm,,Mobility,EV,Pune,"Info Edge, Peak XV",Other,438231000.0,,
Agrihive,,FoodTech,Food Delivery,Ahmedabad,"A91 Partners, Info Edge, Matrix Partners India",Series C,261867000.0,,
Pharmeasy,,Enterprise,Analytics,Hyderabad,"Matrix Partners India, Sequoia Capital India",Series A,7137000.0,,
