startup_name,last_raise,sector,city,total_raised
Velmenni,2016-10-29,Technology,Delhi,100000.0
Cyclops,2016-10-29,Technology,Bengaluru,100000.0
Volta Motors,2016-10-29,Technology,Chennai,100000.0
Impact Analytics,2016-10-30,Technology,Bengaluru,750000.0
Talent Next,2016-10-31,Consumer Internet,Mumbai,1000000.0
Pickmylaundry,2016-11-01,Consumer Internet,Delhi,300000.0
Laundryanna,2016-11-02,Consumer Internet,Bengaluru,150000.0
Freshdesk,2016-11-02,Consumer Internet,Chennai,105000000.0
Zarget,2016-11-03,Technology,Chennai,7500000.0
Doselect,2016-11-03,Consumer Internet,Bengaluru,0.0
Easypolicy,2016-11-03,Consumer Internet,Noida,12200000.0
Corseco,2016-11-04,Technology,Delhi,150000.0
Vimmune,2016-11-04,Consumer Internet,Bengaluru,0.0
Browntape,2016-11-04,Technology,Goa,0.0
The Gourmet Jar,2016-11-04,eCommerce,Noida,0.0
Connect India,2016-11-04,Logistics,Bengaluru,6000000.0
Medzin,2016-11-05,eCommerce,Delhi,45000.0
Justride,2016-11-07,Consumer Internet,Mumbai,5400000.0
Iim Jobs,2016-11-09,Consumer Internet,Delhi,2000000.0
Golflan,2016-11-10,Consumer Internet,Delhi,1000000.0
Tone Tag,2016-11-10,Technology,Bengaluru,0.0
Yottaasys,2016-11-10,Technology,Bengaluru,0.0
Life In Control,2016-11-11,Consumer Internet,Gurgaon,0.0
Elasticrun,2016-11-14,Technology,Pune,2000000.0
Active.Ai,2016-11-14,Technology,Singapore,3500000.0
Playsimple,2016-11-15,Technology,Bengaluru,4000000.0
Stasis Labs,2016-11-16,Technology,Bengaluru,5000000.0
Trip Tap Toe,2016-11-17,Consumer Internet,Gurgaon,0.0
Pictor Imaging,2016-11-17,Consumer Internet,Mumbai,147000.0
Scienaptic,2016-11-17,Technology,Bengaluru,0.0
Lawrato,2016-11-17,Consumer Internet,Delhi,0.0
Koovs,2016-11-17,eCommerce,Delhi,23300000.0
Gramcover,2016-11-18,Finance,Delhi,1000000.0
Workindia,2016-11-18,Consumer Internet,Mumbai,500000.0
Aermed,2016-11-18,eCommerce,Mumbai,0.0
Numberz.In,2016-11-21,Technology,Gurgaon,650000.0
Bats On Delivery,2016-11-21,Consumer Internet,Gurgaon,90000.0
Shubhloans,2016-11-22,Technology,Bengaluru,0.0
Noddapp,2016-11-22,Consumer Internet,Mumbai,147000.0
Awesummly,2016-11-22,Consumer Internet,Bengaluru,147000.0
Vymo,2016-11-22,Technology,Bengaluru,5000000.0
Volt,2016-11-22,Consumer Internet,Mumbai,0.0
Housing.Com,2016-11-22,Consumer Internet,Mumbai,20000000.0
Knowlarity,2016-11-23,Consumer Internet,Bengaluru,20000000.0
Infisecure,2016-11-23,Technology,Mumbai,600000.0
Betterplace,2016-11-24,Consumer Internet,Bengaluru,970000.0
Froyofit,2016-11-24,Consumer Internet,Indore,0.0
Servify,2016-11-24,Consumer Internet,Mumbai,0.0
Uclean,2016-11-24,Consumer Internet,Gurgaon,0.0
121Policy,2016-11-25,Consumer Internet,Kolkata,0.0
Hubilo,2016-11-25,Consumer Internet,Ahmedabad,0.0
Funongo,2016-11-25,Consumer Internet,Mumbai,0.0
Tapchief,2016-11-26,Consumer Internet,Bengaluru,150000.0
Kloseby,2016-11-28,Consumer Internet,Bengaluru,100000.0
Wholesalebox,2016-11-28,eCommerce,Jaipur,2000000.0
Affordplan,2016-11-29,Consumer Internet,Delhi,3500000.0
Crossahead,2016-11-29,Consumer Internet,Noida,0.0
Entropika,2016-11-30,Technology,Bengaluru,200000.0
Indofash,2016-11-30,eCommerce,Bengaluru,150000.0
Math Buddy,2016-11-30,Consumer Internet,Vadodara,440000.0
Pulse,2016-11-30,Consumer Internet,Bengaluru,500000.0
Interviewpad,2016-11-30,Technology,Pune,100000.0
Shopsup,2016-11-30,eCommerce,Bengaluru,963000.0
Chai Thela,2016-11-30,Food & Beverage,Noida,218000.0
Carcrew.In,2016-11-30,Consumer Internet,Mumbai,500000.0
Marianaiq,2016-11-30,Technology,Bengaluru,2000000.0
India Lends,2016-12-01,Consumer Internet,Delhi,4000000.0
Sidqam,2016-12-01,Technology,Noida,1200000.0
Slide App,2016-12-01,Consumer Internet,Delhi,3600000.0
Badiyajobs,2016-12-02,Consumer Internet,Delhi,100000.0
Tygr,2016-12-02,Technology,Mumbai,3000000.0
Streo,2016-12-02,Consumer Internet,Bengaluru,0.0
Mr Hot Foods,2016-12-05,Consumer Internet,Indore,0.0
Urdoorstep,2016-12-05,eCommerce,Bengaluru,1400000.0
Thb,2016-12-06,Technology,Gurgaon,0.0
Diro Labs,2016-12-06,Consumer Internet,Delhi,597000.0
Wealthapp,2016-12-07,Consumer Internet,Bengaluru,440000.0
Tailslife,2016-12-07,Consumer Internet,Bengaluru,0.0
Lookatme,2016-12-07,Consumer Internet,Singapore,0.0
Netree,2016-12-07,eCommerce,Delhi,0.0
Vehico,2016-12-07,Technology,Bengaluru,0.0
Gomechanic,2016-12-08,Consumer Internet,Gurgaon,250000.0
Zest Money,2016-12-08,Consumer Internet,Mumbai,6500000.0
Stalk Buy Love,2016-12-09,eCommerce,Delhi,6000000.0
Neuroequilibrium,2016-12-09,Technology,Jaipur,250000.0
Wittyparot,2016-12-09,Technology,Bengaluru,450000.0
Rupaiya Exchange,2016-12-12,Consumer Internet,Delhi,200000.0
Doctor Insta,2016-12-12,Consumer Internet,Gurgaon,2500000.0
Xseed Education,2016-12-12,Technology,Bengaluru,10000000.0
Fresh Food Concepts,2016-12-12,Food & Beverage,Delhi,2000000.0
Indifi,2016-12-13,Consumer Internet,Gurgaon,10000000.0
Gocomet,2016-12-13,Logistics,Mumbai,0.0
Qacco,2016-12-14,Consumer Internet,Gurgaon,150000.0
Ten3T Health,2016-12-14,Technology,Bengaluru,0.0
Trading Bells,2016-12-14,Consumer Internet,Indore,297000.0
Fitmein,2016-12-14,Consumer Internet,Delhi,100000.0
Moengage,2016-12-14,Technology,Bengaluru,4250000.0
Ideaforge,2016-12-15,Technology,Mumbai,10000000.0
Amagi Media Labs,2016-12-15,Technology,Mumbai,35000000.0
Pocket Aces,2016-12-15,Technology,Mumbai,3000000.0
Serv\\Xe2\\X80\\X99D,2016-12-15,Consumer Internet,Pune,100000.0
Pi Data Centers,2016-12-16,Technology,Hyderabad,23000000.0
Tripshelf,2016-12-16,Consumer Internet,Delhi,373000.0
Zoomcar,2016-12-20,Consumer Internet,Bengaluru,40000000.0
Tiyo,2016-12-20,Consumer Internet,Kolkata,0.0
Vivocarat,2016-12-20,eCommerce,Mumbai,50000.0
Vegetall,2016-12-21,eCommerce,Chennai,162000.0
The Bluebook,2016-12-21,Consumer Internet,Bengaluru,500000.0
Innoplexus,2016-12-22,Technology,Pune,0.0
Mcaffeine,2016-12-22,eCommerce,Bengaluru,300000.0
Mindler,2016-12-22,Consumer Internet,Delhi,324000.0
Myadvo,2016-12-23,Consumer Internet,Delhi,0.0
Enkast,2016-12-23,Technology,Bengaluru,2000000.0
Lexcomply,2016-12-23,Consumer Internet,Delhi,0.0
Asocon,2016-12-23,Technology,Noida,0.0
Pandorum Technologies,2016-12-26,Technology,Bengaluru,0.0
The Postbox,2016-12-26,eCommerce,Chennai,0.0
Dekkho,2016-12-26,Consumer Internet,Mumbai,1200000.0
Shadowfox,2016-12-26,Logistics,Gurgaon,10000000.0
Bookeventz,2016-12-28,Consumer Internet,Mumbai,0.0
Justbooks,2016-12-29,Consumer Internet,Bengaluru,0.0
Instantpay,2016-12-30,Consumer Internet,Delhi,0.0
99Games,2017-01-02,Technology,Udupi,0.0
Taxsutra,2017-01-02,Consumer Internet,Pune,526000.0
Gofynd,2017-01-03,ecommerce,Mumbai,0.0
Tempogo,2017-01-03,Technology,Panaji,825000.0
Vow Car Clinic,2017-01-03,Consumer Internet,Gurgaon,0.0
Learntron,2017-01-04,Technology,Chennai,0.0
Yostra,2017-01-05,Technology,Bengaluru,0.0
Mobident,2017-01-05,Consumer Internet,Bengaluru,0.0
Leap India,2017-01-06,Logistics,Mumbai,16000000.0
Freecharge,2017-01-07,Consumer Internet,Mumbai,137000000.0
Ticketnew,2017-01-09,Consumer Internet,Chennai,35000000.0
Driveskool,2017-01-10,Consumer Internet,Bengaluru,0.0
Securens,2017-01-10,Technology,Mumbai,5000000.0
Loan Frame,2017-01-10,Consumer Internet,Gurgaon,2250000.0
Intelligence Node,2017-01-10,Technology,Mumbai,800000.0
Instaoffice,2017-01-11,Consumer Internet,Gurgaon,0.0
Square Yards,2017-01-12,Consumer Internet,Gurgaon,28000000.0
Hansel.Io,2017-01-12,Consumer Internet,Bengaluru,1350000.0
Paisawapas,2017-01-13,Consumer Internet,Bengaluru,0.0
Roambee,2017-01-13,Technology,Mumbai,4100000.0
Iservice,2017-01-13,Consumer Internet,Bengaluru,440000.0
Secururax,2017-01-14,Technology,Bengaluru,0.0
Oi Media,2017-01-16,Technology,Delhi,0.0
Hipcouch,2017-01-16,Consumer Internet,Mumbai,700000.0
Leadburg,2017-01-16,Consumer Internet,Bengaluru,0.0
Zolostays,2017-01-16,Consumer Internet,Bengaluru,5000000.0
Ketchupp,2017-01-17,Consumer Internet,Delhi,441000.0
Tinystep,2017-01-17,Consumer Internet,Bengaluru,3580000.0
Practo,2017-01-17,Consumer Internet,Bengaluru,175616000.0
Ezytruk,2017-01-17,Consumer Internet,Bengaluru,147000.0
Curiositi,2017-01-17,Consumer Internet,Bengaluru,800000.0
Hoopy,2017-01-17,Consumer Internet,Gwalior,500000.0
Vahdam Teas,2017-01-18,eCommerce,Delhi,650000.0
Direct Create,2017-01-18,eCommerce,Gurgaon,0.0
Kratikal,2017-01-18,Technology,Delhi,0.0
Weddingz.In,2017-01-19,Consumer Internet,Mumbai,2000000.0
Native Special,2017-01-19,eCommerce,Karur,0.0
Fitnapp,2017-01-19,Consumer Internet,Noida,0.0
Pparke,2017-01-19,Consumer Internet,Bengaluru,0.0
Ethosh,2017-01-20,Technology,Pune,0.0
Messagif,2017-01-22,Consumer Internet,Delhi,50000.0
Smarthi,2017-01-23,Technology,Pune,0.0
Chippersage,2017-01-23,Technology,Bengaluru,0.0
Cuemath,2017-01-23,Technology,Delhi,19000000.0
Cron Systems,2017-01-23,Technology,Delhi,0.0
Lets Transport,2017-01-24,Consumer Internet,Bengaluru,4000000.0
Betaout,2017-01-24,Technology,Noida,1500000.0
Nowfloats,2017-01-24,Consumer Internet,Hyderabad,10000000.0
Khel Now,2017-01-24,Consumer Internet,Bengaluru,850000.0
Selectjobs,2017-01-24,Consumer Internet,Mumbai,0.0
Instasafe,2017-01-25,Technology,Bengaluru,2200000.0
Rml Agtech,2017-01-25,Technology,Pune,4000000.0
Wishberry,2017-01-25,Consumer Internet,Mumbai,650000.0
Loyaltyprime,2017-01-25,Technology,Delhi,0.0
Airmed Labs,2017-01-26,Consumer Internet,Ahmedabad,1400000.0
99Perhour,2017-01-26,Consumer Internet,Chennai,300000.0
Kochi Post,2017-01-26,Consumer Internet,Kochi,0.0
Fabx,2017-01-30,eCommerce,Mumbai,68000.0
Yolo Health,2017-01-30,Consumer Internet,Mumbai,0.0
Intuit Things,2017-01-30,Technology,Mumbai,106000.0
Cloudrino,2017-01-30,Technology,Delhi,22500.0
Maptags,2017-01-30,Consumer Internet,Bengaluru,18000.0
Heads Up For Tails,2017-01-31,eCommerce,Delhi,3000000.0
Register My Marriage,2017-01-31,Consumer Internet,Delhi,0.0
Clodura,2017-02-02,Technology,Pune,0.0
Stockroom.Io,2017-02-03,Consumer Internet,Hyderabad,70000.0
Imanagemyhotel,2017-02-06,Technology,Kolkata,0.0
Inner Hour,2017-02-07,Consumer Internet,Mumbai,450000.0
Travel Triangle,2017-02-07,Consumer Internet,Noida,18000000.0
Cartrade,2017-02-08,Consumer Internet,Mumbai,200000000.0
Wandertrails,2017-02-08,Consumer Internet,Bengaluru,1000000.0
Mindyourfleet,2017-02-08,Technology,Noida,0.0
Zenatix,2017-02-08,Technology,Gurgaon,1361000.0
Edurev,2017-02-08,Consumer Internet,Gurgaon,40000.0
Voonik,2017-02-09,ECommerce,Bengaluru,34000000.0
1Crowd,2017-02-09,Finance,Mumbai,0.0
48East,2017-02-10,ECommerce,Bengaluru,500000.0
Redesyn,2017-02-10,Consumer Internet,Mumbai,0.0
Wassup,2017-02-13,Consumer Internet,Chennai,5200000.0
Better Mortgage,2017-02-13,Consumer Internet,Gurgaon,15000000.0
Fyle,2017-02-13,Technology,Bengaluru,400000.0
Nurturey,2017-02-13,Consumer Internet,Delhi,455000.0
Flutura,2017-02-13,Technology,Bengaluru,7500000.0
Gobumpr,2017-02-14,Consumer Internet,Chennai,300000.0
Ccavenue,2017-02-14,Consumer Internet,Mumbai,31300000.0
Connaizen,2017-02-14,Technology,Delhi,0.0
Airzaar,2017-02-15,Technology,Missourie,350000.0
Truebil,2017-02-16,Consumer Internet,Mumbai,8650000.0
Yourstory,2017-02-16,Consumer Internet,Bengaluru,3000000.0
Imaginate,2017-02-17,Technology,Hyderabad,500000.0
Aisle,2017-02-17,Consumer Internet,Bengaluru,185000.0
Leopetra,2017-02-17,eCommerce,Mumbai,40000.0
Townscript,2017-02-17,Consumer Internet,Pune,0.0
Blood N Care,2017-02-18,Consumer Internet,Gurgaon,40000.0
Vebbler,2017-02-22,Consumer Internet,Bengaluru,540000.0
Lets Reap,2017-02-23,Consumer Internet,Mumbai,0.0
Oglas,2017-02-24,Consumer Internet,Noida,0.0
Staydobe,2017-02-27,Consumer Internet,Bengaluru,0.0
Johari Shop,2017-02-27,ECommerce,Bengaluru,94000.0
Neostencil,2017-02-28,Consumer Internet,Delhi,1000000.0
Seenit,2017-03-01,Consumer Internet,Kolkata,0.0
Belong,2017-03-01,Consumer Internet,Bengaluru,10000000.0
Paalak,2017-03-01,ECommerce,Delhi,0.0
Creditmantri,2017-03-02,Consumer Internet,Chennai,10100000.0
Kreate Konnect,2017-03-02,Technology,Vadodara,0.0
Karomi,2017-03-02,Technology,Chennai,500000.0
Red Carpet,2017-03-02,Consumer Internet,Gurgaon,2500000.0
Celes Care,2017-03-02,Consumer Internet,Hyderabad,2500000.0
Nactus,2017-03-03,Consumer Internet,Jaipur,0.0
Oho Shop,2017-03-03,Technology,Ahmedabad,6700000.0
Emojifi,2017-03-03,Consumer Internet,Hyderabad,0.0
Tydy,2017-03-03,Technology,Bengaluru,275000.0
Lets Endorse,2017-03-03,Consumer Internet,Bengaluru,0.0
Paytm Marketplace,2017-03-03,ECommerce,Bengaluru,200000000.0
Igenetics,2017-03-04,Healthcare,Mumbai,19500000.0
Juno Clinic,2017-03-06,Consumer Internet,Mumbai,1200000.0
Pickme,2017-03-06,Consumer Internet,Mumbai,1790000.0
Summerlabel,2017-03-06,Consumer Internet,Gurgaon,150000.0
Blowhorn,2017-03-07,Consumer Internet,Bengaluru,3650000.0
Book Servicing,2017-03-07,Consumer Internet,Delhi,30000.0
Data Resolve,2017-03-07,Technology,Noida,1000000.0
Zapr,2017-03-07,Technology,Bengaluru,10000000.0
Agrostar,2017-03-07,Technology,Pune,14000000.0
Pipecandy,2017-03-08,Technology,Chennai,1100000.0
Parentune,2017-03-08,Consumer Internet,Gurgaon,0.0
Appbrowzer,2017-03-09,Consumer Internet,Bengaluru,500000.0
Magicbricks,2017-03-09,Consumer Internet,Mumbai,4500000.0
Peebuddy,2017-03-10,Healthcare,Delhi,443000.0
Propertyshare,2017-03-10,Consumer Internet,Bengaluru,0.0
Iorderfresh,2017-03-10,ECommerce,Delhi,0.0
Lavelle Networks,2017-03-10,Technology,Bengaluru,600000.0
Mydermacy,2017-03-14,Consumer Internet,Delhi,0.0
Latestone,2017-03-15,eCommerce,Hyderabad,6350000.0
Frapperz,2017-03-15,Consumer Internet,Kolkata,100000.0
Shilpmis,2017-03-16,Technology,Surat,0.0
Fitso,2017-03-16,Consumer Internet,Gurgaon,400000.0
Mpaani,2017-03-16,Consumer Internet,Mumbai,1350000.0
Farmart,2017-03-17,Technology,Gurgaon,0.0
Myglamm,2017-03-21,Consumer Internet,Mumbai,11300000.0
Airpay,2017-03-21,Technology,Mumbai,3670000.0
The Mons Co.,2017-03-22,eCommerce,Delhi,0.0
Haqdarshak,2017-03-22,Consumer Internet,Bengaluru,191000.0
Ixigo,2017-03-23,Consumer Internet,Gurgaon,15000000.0
Markets And Markets,2017-03-23,Technology,Pune,56000000.0
Babyonboard,2017-03-24,Consumer Internet,Bengaluru,0.0
Bizom,2017-03-24,Technology,Bengaluru,382000.0
Sport Flashes,2017-03-27,Consumer Internet,Delhi,0.0
Wigzo,2017-03-28,Technology,Delhi,500000.0
Donething,2017-03-28,Consumer Internet,Gurgaon,300000.0
Zapyle,2017-03-29,ECommerce,Bengaluru,1000000.0
Ithaka,2017-03-29,Consumer Internet,Mumbai,325000.0
Perpule,2017-03-29,eCommerce,Bengaluru,650000.0
Klinic App,2017-03-30,Consumer Internet,Gurgaon,0.0
Emflux Motors,2017-03-30,Technology,Bengaluru,0.0
Falconbrick,2017-03-31,Technology,Bengaluru,0.0
Rooter,2017-03-31,Consumer Internet,Delhi,0.0
Oriano Solar,2017-03-31,Technology,Mumbai,3000000.0
Testbook,2017-04-03,Consumer Internet,Mumbai,0.0
Healthcare At Home,2017-04-03,Healthcare,Noida,40000000.0
Eruditus,2017-04-03,Education,Mumbai,8200000.0
Tyre Express,2017-04-03,Technology,Mumbai,0.0
Whatfix,2017-04-04,Technology,Bengaluru,4590000.0
Waycool,2017-04-04,Food & Beverage,Chennai,2700000.0
Trukky,2017-04-04,Consumer Internet,Ahmedabad,745000.0
Konsult App,2017-04-04,Consumer Internet,Delhi,500000.0
Perfios,2017-04-04,Technology,Bengaluru,6100000.0
Elastirun,2017-04-04,Technology,Pune,7000000.0
Credit Sudhaar,2017-04-05,Consumer Internet,Mumbai,0.0
Dataweave,2017-04-05,Technology,Bengaluru,0.0
Mech Mocha,2017-04-06,Consumer Internet,Bengaluru,6000000.0
Medwell Ventures,2017-04-06,Healthcare,Bengaluru,31000000.0
Startup Buddy,2017-04-07,Consumer Internet,Gurgaon,0.0
Twenty Two Motors,2017-04-07,Technology,Gurgaon,0.0
Qorqi,2017-04-07,Healthcare,Noida,0.0
Wonderchef,2017-04-08,eCommerce,Mumbai,0.0
Fastfox,2017-04-08,Consumer Internet,Gurgaon,4600000.0
Omnify,2017-04-10,Technology,Bengaluru,150000.0
Mergerware,2017-04-11,Technology,Bengaluru,100000.0
Emiza,2017-04-12,Logistics,Mumbai,4500000.0
Scoutmytrip,2017-04-12,Consumer Internet,Mumbai,0.0
Hackerearth,2017-04-12,Consumer Internet,Bengaluru,4500000.0
Squadrun,2017-04-12,Technology,Noida,2100000.0
Clovia,2017-04-12,eCommerce,Delhi,9000000.0
Safetykart,2017-04-13,eCommerce,Gurgaon,0.0
Weareholidays,2017-04-13,Consumer Internet,Gurgaon,7700000.0
Myly,2017-04-15,Consumer Internet,Jaipur,410000.0
Credihealth,2017-04-17,Consumer Internet,Gurgaon,1500000.0
Be U Salons,2017-04-17,Consumer Internet,Delhi,620000.0
Snackible,2017-04-17,Food & Beverages,Mumbai,175000.0
Navia Life Care,2017-04-17,Technology,Delhi,0.0
Simulanis,2017-04-17,Consumer Internet,Delhi,0.0
Whodat,2017-04-18,Technology,Bengaluru,600000.0
Absentia Vr,2017-04-18,Technology,Bengaluru,1250000.0
Innefu Security Consulting,2017-04-18,Technology,Delhi,2000000.0
Iotrek,2017-04-19,Technology,Delhi,155000.0
Wooplr,2017-04-20,eCommerce,Bengaluru,8000000.0
Video Ken,2017-04-21,Consumer Internet,Bengaluru,1000000.0
Faasos,2017-04-24,Food & Beverage,Pune,36300000.0
Niramai,2017-04-24,Healthcare,Bengaluru,0.0
The Office Pass,2017-04-25,Consumer Internet,Gurgaon,245000.0
Howdy Ventures,2017-04-26,Consumer Internet,Chennai,1500000.0
Stalkbuylove,2017-04-26,eCommerce,Delhi,1000000.0
Flytxt,2017-04-26,Technology,Mumbai,22000000.0
Zipgo,2017-04-26,Consumer Internet,Bengaluru,0.0
Awfis,2017-04-26,Consumer Internet,Mumbai,20000000.0
Myra,2017-04-26,Consumer Internet,Bengaluru,0.0
Autobix,2017-04-27,Technology,Pune,0.0
Eshiksha,2017-04-27,Technology,Jaipur,0.0
Scootsy,2017-04-27,Consumer Internet,Mumbai,3600000.0
Sepalika,2017-04-28,Consumer Internet,Delhi,750000.0
Mintwalk,2017-04-28,Consumer Internet,Mumbai,0.0
Qriyo,2017-04-29,Consumer Internet,Jaipur,160000.0
Ace2Three,2017-05-01,Consumer Internet,Hyderabad,73700000.0
Smecorner,2017-05-02,Consumer Internet,Mumbai,0.0
4Tigo,2017-05-02,Logistics,Bengaluru,10000000.0
Zippserve,2017-05-02,Consumer Internet,Bengaluru,390000.0
Innovapptive,2017-05-02,Technology,Hyderabad,1500000.0
I-Lend,2017-05-05,Consumer Internet,Hyderabad,0.0
Good Methods Global,2017-05-05,Technology,Trivandrum,0.0
Healthmir,2017-05-05,Consumer Internet,Delhi,0.0
Balance App,2017-05-05,Consumer Internet,Bengaluru,233000.0
Uactive,2017-05-05,Consumer Internet,Mumbai,0.0
Mygreens,2017-05-08,Food & Beverage,Delhi,1000000.0
Nightstay,2017-05-08,Consumer Internet,Delhi,500000.0
Devourin,2017-05-08,Technology,Pune,0.0
Uncanny Vision,2017-05-09,Technology,Bengaluru,0.0
Curie Labs,2017-05-09,Technology,Delhi,50000.0
Sequretek,2017-05-09,Technology,Mumbai,0.0
Shopclues,2017-05-10,eCommerce,Gurgaon,207700000.0
Lucideus,2017-05-10,Technology,Delhi,0.0
Chymera Vr,2017-05-10,Technology,Bengaluru,0.0
Fourth Ambit,2017-05-10,Consumer Internet,Bengaluru,600000.0
Vidooly,2017-05-10,Consumer Internet,Noida,2400000.0
Ion Energy,2017-05-11,Technology,Mumbai,0.0
Book My Diamond,2017-05-11,eCommerce,Mumbai,0.0
Legal Raasta,2017-05-12,Consumer Internet,Delhi,5000000.0
Remit Guru,2017-05-12,Consumer Internet,Mumbai,466000.0
Aequm,2017-05-12,eCommerce,Bengaluru,1000000.0
Log 9 Materials,2017-05-12,Technology,Bengaluru,0.0
Vernacular.Ai,2017-05-15,Technology,Bengaluru,0.0
Zapty,2017-05-15,Technology,Bengaluru,500000.0
Telr,2017-05-16,Technology,Mumbai,3000000.0
Genie,2017-05-17,Consumer Internet,Chennai,250000.0
The Good Life,2017-05-18,ECommerce,Mumbai,1000000.0
Pumpkart,2017-05-18,eCommerce,Chandigarh,0.0
Healthsutra,2017-05-19,Food & Beverage,Hyderabad,0.0
Ezcred,2017-05-19,Consumer Internet,Bengaluru,1000000.0
Yepme,2017-05-20,eCommerce,Gurgaon,88700000.0
Delhivery,2017-05-22,Logistics,Delhi,457988000.0
Zipgrid,2017-05-22,Consumer Internet,Mumbai,700000.0
Box8,2017-05-23,Consumer Internet,Mumbai,12000000.0
Travelspice,2017-05-23,ECommerce,Hyderabad,0.0
Gennext Students,2017-05-24,Consumer Internet,Mumbai,580000.0
Whatsloan,2017-05-26,Consumer Internet,Bengaluru,0.0
Wowflux,2017-05-29,Technology,Delhi,0.0
Collateral Medical,2017-05-29,eCommerce,Mumbai,3500000.0
Cube Consumer Services,2017-05-29,Consumer Internet,Mumbai,0.0
Loadshare,2017-05-30,Logistics,Bengaluru,0.0
Simplilend,2017-05-30,Consumer Internet,Delhi,0.0
Supr Daily,2017-05-30,Consumer Internet,Mumbai,1620000.0
Sastasundar,2017-05-31,eCommerce,Kolkata,5000000.0
Tripeur,2017-06-01,Technology,Bengaluru,0.0
Rentongo,2017-06-02,eCommerce,Bengaluru,234000.0
Maxmywealth,2017-06-05,Consumer Internet,Mumbai,0.0
Goomo,2017-06-05,Consumer Internet,Mumbai,50000000.0
Spinny,2017-06-06,eCommerce,Gurgaon,1000000.0
Bhive Workspace,2017-06-06,Consumer Internet,Bengaluru,1200000.0
Gyandhan,2017-06-06,Consumer Internet,Delhi,0.0
Healthbuds,2017-06-06,Consumer Internet,Kolkata,0.0
Ftcash,2017-06-06,Consumer Internet,Mumbai,150000.0
Wayforward,2017-06-06,Consumer Internet,Delhi,1000000.0
Growfitter,2017-06-07,Consumer Internet,Mumbai,600000.0
Multiplier Solutions,2017-06-08,Technology,Hyderabad,1500000.0
Abi Health,2017-06-08,Technology,Bengaluru,1500000.0
Stratfit,2017-06-08,Consumer Internet,Hyderabad,232000.0
Stockal,2017-06-08,Consumer Internet,Bengaluru,350000.0
Guidoo,2017-06-09,Consumer Internet,Mumbai,300000.0
Esahai.In,2017-06-09,Consumer Internet,Hyderabad,250000.0
Vista Rooms,2017-06-12,Consumer Internet,Mumbai,776000.0
Loanmeet,2017-06-12,Consumer Internet,Bengaluru,0.0
Boxx.Ai,2017-06-12,Technology,Bengaluru,500000.0
Peesafe.In,2017-06-12,Healthcare,Delhi,1000000.0
Hypertrack,2017-06-13,Technology,Delhi,0.0
Goodera,2017-06-13,Technology,Bengaluru,5500000.0
Mrneeds,2017-06-14,Consumer Internet,Noida,500000.0
Vanitycask,2017-06-14,Consumer Internet,Mumbai,0.0
Ola,2017-06-14,Consumer Internet,Bengaluru,1354873000.0
Moneytap,2017-06-15,Consumer Internet,Bengaluru,12300000.0
Goodbox,2017-06-16,eCommerce,Bengaluru,3700000.0
Edgefx,2017-06-16,eCommerce,Hyderabad,0.0
Healthintel,2017-06-16,Healthcare,Delhi,0.0
Portdesk,2017-06-16,Technology,Noida,2000000.0
Unbxd,2017-06-19,Technology,Bengaluru,12500000.0
Darwinbox,2017-06-19,Technology,Hyderabad,4000000.0
Forevershop,2017-06-20,Consumer Internet,Bengaluru,300000.0
Insider.In,2017-06-20,Consumer Internet,Mumbai,5200000.0
Grow Fit,2017-06-21,Consumer Internet,Bengaluru,4500000.0
Fabulyst,2017-06-21,Technology,Hyderabad,215000.0
Oneassist,2017-06-21,Consumer Internet,Mumbai,7500000.0
Julia Computing,2017-06-22,Technology,Bengaluru,5200000.0
Explore Life Traveling,2017-06-22,Consumer Internet,Bengaluru,500000.0
Voxweb,2017-06-23,Consumer Internet,Mumbai,1450000.0
Loantap,2017-06-23,Consumer Internet,Mumbai,7000000.0
V Resorts,2017-06-26,Consumer Internet,Noida,4000000.0
Hug Innovations,2017-06-26,Technology,Hyderabad,5000000.0
Formcept,2017-06-27,Consumer Internet,Bengaluru,0.0
Spares Hub,2017-06-27,eCommerce,Pune,311000.0
Stashfin,2017-06-27,Consumer Internet,Delhi,5000000.0
Niki.Ai,2017-06-28,Consumer Internet,Bengaluru,2000000.0
Fitraq,2017-06-28,Consumer Internet,Delhi,0.0
Zinghr,2017-06-29,Technology,Mumbai,0.0
Fitpass,2017-06-29,Consumer Internet,Delhi,2000000.0
Urbanclap,2017-06-30,Consumer Internet,Gurgaon,60700000.0
Tagos Design,2017-06-30,Technology,Bengaluru,5000000.0
Billion Loans,2017-07-01,Consumer Internet,Bengaluru,1000000.0
Ecolibriumenergy,2017-07-03,Technology,Ahmedabad,2600000.0
Jumbotail,2017-07-05,eCommerce,Bengaluru,8500000.0
Timesaverz,2017-07-05,Consumer Internet,Mumbai,3400000.0
Minjar,2017-07-06,Technology,Bengaluru,0.0
Mycity4Kids,2017-07-06,Consumer Internet,Gurgaon,3000000.0
Upwardly.In,2017-07-07,Consumer Internet,Bengaluru,0.0
Clip App,2017-07-07,Consumer Internet,Bengaluru,1000000.0
Autorox.Co,2017-07-10,Technology,Hyderabad,3000000.0
Flickstree,2017-07-11,Consumer Internet,Mumbai,464000.0
Design Cafe,2017-07-11,Consumer Internet,Bengaluru,0.0
Fabogo,2017-07-11,Consumer Internet,Pune,2250000.0
Bottr.Me,2017-07-12,Technology,Bengaluru,0.0
